name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Axel Tuanzebe,DEF,Man Utd,0.5,0,0,0,0,0.0,307,108,0,0,0.0,0.0,2020-12-05T17:30:00Z,0,19,0,0,0,0,11,0,8218,3,1,0.0,0,-970,255,1225,43,False,0,11
Conor Coady,DEF,Wolves,-0.7,0,0,11,0,0.5,459,103,4,0,1.5,6.8,2020-12-06T19:15:00Z,90,11,0,0,0,0,11,0,531894,0,4,8.0,0,-17401,8855,26256,50,False,0,11
Sergio Reguilón,DEF,Spurs,4.3,0,0,18,1,1.3,542,106,0,0,1.4,12.6,2020-12-06T16:30:00Z,90,1,0,0,0,0,11,0,388217,0,2,0.0,6,23931,55695,31764,56,True,0,11
Cameron Carter-Vickers,DEF,Spurs,0.0,0,0,0,0,0.0,521,106,0,0,0.0,0.0,2020-12-06T16:30:00Z,0,1,0,0,0,0,11,0,21413,0,2,0.0,0,-350,754,1104,39,True,0,11
Marcos Rojo,DEF,Man Utd,0.2,0,0,0,0,0.0,294,108,0,0,0.0,0.0,2020-12-05T17:30:00Z,0,19,0,0,0,0,11,0,4227,3,1,0.0,0,-111,17,128,48,False,0,11
Jack O'Connell,DEF,Sheffield Utd,0.0,0,0,0,0,0.0,354,105,0,0,0.0,0.0,2020-12-06T14:15:00Z,0,9,0,0,0,0,11,0,11585,2,1,0.0,0,-428,104,532,48,True,0,11
Pablo Marí,DEF,Arsenal,0.0,0,0,0,0,0.0,10,106,0,0,0.0,0.0,2020-12-06T16:30:00Z,0,17,0,0,0,0,11,0,808,0,2,0.0,0,188,208,20,44,False,0,11
Fikayo Tomori,DEF,Chelsea,0.5,0,0,0,0,0.0,121,102,0,0,0.0,0.0,2020-12-05T20:00:00Z,0,10,0,0,0,0,11,0,18058,1,3,0.0,0,-363,203,566,47,True,0,11
Kyle Walker,DEF,Man City,4.8,0,0,0,0,0.0,270,104,0,0,0.0,0.0,2020-12-05T15:00:00Z,0,8,0,0,0,0,11,0,961714,0,2,0.0,0,186268,203010,16742,62,True,0,11
Filip Benkovic,DEF,Leicester,0.0,0,0,0,0,0.0,237,105,0,0,0.0,0.0,2020-12-06T14:15:00Z,0,15,0,0,0,0,11,0,1862,2,1,0.0,0,-45,5,50,43,False,0,11
Diego Llorente,DEF,Leeds,-0.4,0,0,11,0,0.9,549,102,3,0,3.1,30.2,2020-12-05T20:00:00Z,81,5,0,0,0,0,11,0,1306,1,3,0.0,0,-30,33,63,44,False,1,11
Antonee Robinson,DEF,Fulham,-0.5,0,0,20,0,2.0,484,104,2,0,2.5,22.6,2020-12-05T15:00:00Z,90,12,0,0,0,0,11,0,10056,0,2,0.0,1,-121,485,606,44,False,0,11
Joël Veltman,DEF,Brighton,1.0,0,0,15,0,0.8,67,100,2,0,2.0,19.4,2020-12-07T20:00:00Z,90,16,0,0,0,0,11,0,36951,2,1,0.0,1,4444,7361,2917,43,True,0,11
Jayden Bogle,DEF,Sheffield Utd,-0.5,0,0,0,0,0.0,510,105,0,0,0.0,0.0,2020-12-06T14:15:00Z,0,9,0,0,0,0,11,0,4935,2,1,0.0,0,-107,76,183,43,True,0,11
Kenny Tete,DEF,Fulham,0.0,0,0,0,0,0.0,517,104,0,0,0.0,0.0,2020-12-05T15:00:00Z,0,12,0,0,0,0,11,0,4842,0,2,0.0,0,-60,165,225,43,False,0,11
Adam Webster,DEF,Brighton,1.7,0,0,9,0,1.5,66,100,2,0,1.8,12.6,2020-12-07T20:00:00Z,90,16,0,0,0,0,11,0,130815,2,1,4.0,1,-1258,4287,5545,44,True,0,11
Shane Duffy,DEF,Brighton,0.0,0,0,0,0,0.0,58,100,0,0,0.0,0.0,2020-12-07T20:00:00Z,0,16,0,0,0,0,11,0,3199,2,1,0.0,0,-74,3,77,44,True,0,11
Kevin Long,DEF,Burnley,-0.5,0,0,0,0,0.0,85,101,0,0,0.0,0.0,2020-12-05T12:30:00Z,0,7,0,0,0,0,11,0,15492,1,1,0.0,0,-871,205,1076,44,True,0,11
Danny Rose,DEF,Spurs,0.0,0,0,0,0,0.0,384,106,0,0,0.0,0.0,2020-12-06T16:30:00Z,0,1,0,0,0,0,11,0,12685,0,2,0.0,0,-367,4,371,47,True,0,11
Alex Nicolao Telles,DEF,Man Utd,4.5,1,0,25,0,31.3,568,108,1,0,5.7,26.0,2020-12-05T17:30:00Z,90,19,0,0,0,0,11,0,135893,3,1,0.0,5,5439,19724,14285,55,False,0,11
Jack Robinson,DEF,Sheffield Utd,-0.2,0,0,0,0,0.0,352,105,0,0,0.0,0.0,2020-12-06T14:15:00Z,0,9,0,0,0,0,11,0,10764,2,1,0.0,0,-613,161,774,43,True,0,11
Seamus Coleman,DEF,Everton,0.0,0,0,0,0,0.0,152,101,0,0,0.0,0.0,2020-12-05T12:30:00Z,0,4,0,0,0,0,11,0,49889,1,1,0.0,0,-7344,39,7383,48,False,0,11
Oluwasemilogo Adesewo Ibidapo Ajayi,DEF,West Brom,2.5,0,0,14,0,0.9,419,107,5,0,3.2,29.2,2020-12-06T12:00:00Z,90,6,0,0,0,0,11,0,15332,5,1,2.0,0,1472,2350,878,48,True,0,11
Erik Pieters,DEF,Burnley,0.2,0,0,0,0,0.0,83,101,0,0,0.0,0.0,2020-12-05T12:30:00Z,0,7,0,0,0,0,11,0,23995,1,1,0.0,0,-812,327,1139,43,True,0,11
Nélson Cabral Semedo,DEF,Wolves,-0.3,0,0,6,0,3.9,546,103,4,0,1.3,9.0,2020-12-06T19:15:00Z,90,11,1,0,0,0,11,0,254186,0,4,0.0,-2,-15346,12016,27362,56,False,0,11
Serge Aurier,DEF,Spurs,6.3,0,1,28,1,0.8,389,106,0,0,2.0,19.2,2020-12-06T16:30:00Z,90,1,0,0,0,0,11,0,146807,0,2,0.0,7,12478,16629,4151,52,True,0,11
Ben White,DEF,Brighton,1.3,0,0,7,0,0.2,74,100,2,0,0.4,3.6,2020-12-07T20:00:00Z,80,16,0,0,0,0,11,0,93521,2,1,0.0,1,224,3871,3647,44,True,0,11
George Baldock,DEF,Sheffield Utd,1.2,0,0,7,0,5.9,351,105,2,0,1.2,5.8,2020-12-06T14:15:00Z,90,9,0,0,0,0,11,0,117337,2,1,0.0,1,-10158,754,10912,52,True,0,11
Terence Kongolo,DEF,Fulham,0.0,0,0,0,0,0.0,585,104,0,0,0.0,0.0,2020-12-05T15:00:00Z,0,12,0,0,0,0,11,0,214,0,2,0.0,0,137,166,29,43,False,0,11
Bernardo Fernandes da Silva Junior,DEF,Brighton,0.0,0,0,0,0,0.0,75,100,0,0,0.0,0.0,2020-12-07T20:00:00Z,0,16,0,0,0,0,11,0,632302,2,1,0.0,0,-11119,13883,25002,39,True,0,11
Ben Mee,DEF,Burnley,2.2,0,0,16,0,0.3,88,101,1,0,3.5,32.2,2020-12-05T12:30:00Z,90,7,0,0,0,0,11,0,16421,1,1,2.0,2,999,2226,1227,49,True,0,11
Yan Valery,DEF,Southampton,0.0,0,0,0,0,0.0,378,100,0,0,0.0,0.0,2020-12-07T20:00:00Z,0,3,0,0,0,0,11,0,4769,2,1,0.0,0,-124,87,211,47,False,0,11
Oleksandr Zinchenko,DEF,Man City,1.5,0,0,0,0,0.0,283,104,0,0,0.0,0.0,2020-12-05T15:00:00Z,0,8,0,0,0,0,11,0,16829,0,2,0.0,0,-324,327,651,55,True,0,11
Vladimir Coufal,DEF,West Ham,2.5,0,0,13,0,25.3,558,108,3,0,4.0,10.8,2020-12-05T17:30:00Z,84,13,0,0,0,0,11,0,181184,3,1,4.0,1,8200,17200,9000,46,True,0,11
Maxime Le Marchand,DEF,Fulham,-1.5,0,0,0,0,0.0,173,104,0,0,0.0,0.0,2020-12-05T15:00:00Z,0,12,0,0,0,0,11,0,6061,0,2,0.0,0,-120,281,401,42,False,0,11
Jan Bednarek,DEF,Southampton,4.0,0,0,16,0,0.5,376,100,1,0,1.4,13.6,2020-12-07T20:00:00Z,90,3,0,0,0,0,11,0,245712,2,1,0.0,2,84099,88670,4571,45,False,0,11
Leif Davis,DEF,Leeds,-0.5,0,0,0,0,0.0,214,102,0,0,0.0,0.0,2020-12-05T20:00:00Z,0,5,0,0,0,0,11,0,91666,1,3,0.0,0,-2560,1554,4114,40,False,0,11
Barry Douglas,DEF,Leeds,0.0,0,0,0,0,0.0,196,102,0,0,0.0,0.0,2020-12-05T20:00:00Z,0,5,0,0,0,0,11,0,388267,1,3,0.0,0,-11985,8782,20767,38,False,0,11
Phil Bardsley,DEF,Burnley,-0.2,0,0,0,0,0.0,82,101,0,0,0.0,0.0,2020-12-05T12:30:00Z,0,7,0,0,0,0,11,0,16632,1,1,0.0,0,-1624,38,1662,45,True,0,11
Eric Garcia,DEF,Man City,1.8,0,0,0,0,0.0,288,104,0,0,0.0,0.0,2020-12-05T15:00:00Z,0,8,0,0,0,0,11,0,15413,0,2,0.0,0,-374,422,796,48,True,0,11
Thiago Thiago,DEF,Chelsea,3.2,0,0,18,0,11.3,490,102,1,0,3.3,21.6,2020-12-05T20:00:00Z,90,10,0,0,0,0,11,0,275219,1,3,0.0,2,24856,31794,6938,55,True,0,11
Ben Gibson,DEF,Burnley,0.0,0,0,0,0,0.0,94,101,0,0,0.0,0.0,2020-12-05T12:30:00Z,0,7,0,0,0,0,11,0,11783,1,1,0.0,0,281,1034,753,39,True,0,11
Mamadou Sakho,DEF,Crystal Palace,0.5,0,0,0,0,0.0,127,107,0,0,0.0,0.0,2020-12-06T12:00:00Z,0,18,0,0,0,0,11,0,18811,5,1,0.0,0,-968,441,1409,45,False,0,11
Alfie Mawson,DEF,Fulham,0.0,0,0,0,0,0.0,185,104,0,0,0.0,0.0,2020-12-05T15:00:00Z,0,12,0,0,0,0,11,0,726,0,2,0.0,0,43,67,24,43,False,0,11
Denis Odoi,DEF,Fulham,-1.5,0,0,0,0,0.0,525,104,0,0,0.0,0.0,2020-12-05T15:00:00Z,0,12,0,0,0,0,11,0,4750,0,2,0.0,0,-105,124,229,43,False,0,11
Timothy Castagne,DEF,Leicester,0.0,0,0,0,0,0.0,498,105,0,0,0.0,0.0,2020-12-06T14:15:00Z,0,15,0,0,0,0,11,0,537118,2,1,0.0,0,-93861,2750,96611,57,False,0,11
Sam Woods,DEF,Crystal Palace,0.5,0,0,0,0,0.0,522,107,0,0,0.0,0.0,2020-12-06T12:00:00Z,0,18,0,0,0,0,11,0,50861,5,1,0.0,0,-1144,914,2058,40,False,0,11
Daniel Amartey,DEF,Leicester,0.0,0,0,0,0,0.0,227,105,0,0,0.0,0.0,2020-12-06T14:15:00Z,0,15,0,0,0,0,11,0,62070,2,1,0.0,0,-2440,444,2884,39,False,0,11
Teden Mengi,DEF,Man Utd,0.5,0,0,0,0,0.0,319,108,0,0,0.0,0.0,2020-12-05T17:30:00Z,0,19,0,0,0,0,11,0,67961,3,1,0.0,0,2824,6247,3423,39,False,0,11
Benjamin Mendy,DEF,Man City,8.2,0,0,21,1,4.1,274,104,0,0,0.8,2.0,2020-12-05T15:00:00Z,90,8,0,0,0,0,11,0,159976,0,2,2.0,6,65741,69283,3542,59,True,0,11
Juan Foyth,DEF,Spurs,0.0,0,0,0,0,0.0,406,106,0,0,0.0,0.0,2020-12-06T16:30:00Z,0,1,0,0,0,0,11,0,4967,0,2,0.0,0,-130,19,149,43,True,0,11
Chris Smalling,DEF,Man Utd,0.0,0,0,0,0,0.0,292,108,0,0,0.0,0.0,2020-12-05T17:30:00Z,0,19,0,0,0,0,11,0,7003,3,1,0.0,0,-104,8,112,49,False,0,11
Ben Johnson,DEF,West Ham,-0.2,0,0,3,0,0.2,452,108,0,0,0.2,1.6,2020-12-05T17:30:00Z,5,13,0,0,0,0,11,0,157560,3,1,0.0,1,2662,9294,6632,39,True,0,11
Cedric Kipre,DEF,West Brom,-0.5,0,0,0,0,0.0,499,107,0,0,0.0,0.0,2020-12-06T12:00:00Z,0,6,0,0,0,0,11,0,3563,5,1,0.0,0,-74,63,137,43,True,0,11
Andreas Christensen,DEF,Chelsea,0.5,0,0,0,0,0.0,116,102,0,0,0.0,0.0,2020-12-05T20:00:00Z,0,10,0,0,0,0,11,0,17121,1,3,0.0,0,-614,170,784,48,True,0,11
Tariq Lamptey,DEF,Brighton,0.0,0,0,12,0,12.5,77,100,2,0,3.1,10.6,2020-12-07T20:00:00Z,90,16,0,0,0,0,11,0,856524,2,1,8.0,1,28696,50604,21908,48,True,0,11
Robin Koch,DEF,Leeds,3.8,0,0,3,0,0.0,491,102,0,0,0.0,0.2,2020-12-05T20:00:00Z,8,5,0,0,0,0,11,0,61901,1,3,0.0,1,1212,3393,2181,45,False,0,11
Fernando Marçal,DEF,Wolves,-0.3,0,0,14,0,2.0,505,103,4,0,1.3,9.6,2020-12-06T19:15:00Z,90,11,0,0,0,0,11,0,9308,0,4,1.0,0,-80,394,474,48,False,0,11
César Azpilicueta,DEF,Chelsea,0.5,0,0,0,0,0.0,102,102,0,0,0.0,0.0,2020-12-05T20:00:00Z,0,10,0,0,0,0,11,0,225521,1,3,0.0,0,-15806,1512,17318,57,True,0,11
Joachim Andersen,DEF,Fulham,-0.2,0,0,13,0,0.3,571,104,2,0,1.0,9.2,2020-12-05T15:00:00Z,90,12,0,0,0,0,11,0,1112,0,2,0.0,1,101,193,92,45,False,0,11
Joseph Gomez,DEF,Liverpool,0.0,0,0,0,0,0.0,260,103,0,0,0.0,0.0,2020-12-06T19:15:00Z,0,20,0,0,0,0,11,0,112541,0,4,0.0,0,-13489,75,13564,53,True,0,11
Scott Dann,DEF,Crystal Palace,1.2,0,0,0,0,0.0,486,107,0,0,0.0,0.0,2020-12-06T12:00:00Z,0,18,0,0,0,0,11,0,79246,5,1,0.0,0,-36,6322,6358,44,False,0,11
Ainsley Maitland-Niles,DEF,Arsenal,0.3,0,0,0,0,0.0,15,106,0,0,0.0,0.0,2020-12-06T16:30:00Z,0,17,0,0,0,0,11,0,69234,0,2,0.0,0,-4251,468,4719,47,False,0,11
Kieran Gibbs,DEF,West Brom,-0.4,0,0,0,0,0.0,407,107,0,0,0.0,0.0,2020-12-06T12:00:00Z,0,6,0,0,0,0,11,0,15029,5,1,0.0,0,-1133,121,1254,43,True,0,11
Stuart Dallas,DEF,Leeds,4.2,0,0,8,0,2.5,200,102,3,0,1.6,8.8,2020-12-05T20:00:00Z,90,5,0,0,0,0,11,0,502752,1,3,5.0,1,55225,66891,11666,45,False,0,11
Sead Kolasinac,DEF,Arsenal,0.0,0,0,0,0,0.0,14,106,0,0,0.0,0.0,2020-12-06T16:30:00Z,0,17,0,0,0,0,11,0,11142,0,2,0.0,0,-444,68,512,48,False,0,11
Arthur Masuaku,DEF,West Ham,2.5,0,0,12,0,21.2,442,108,3,0,3.3,9.8,2020-12-05T17:30:00Z,90,13,0,0,0,0,11,0,172557,3,1,2.0,1,3722,14801,11079,45,True,0,11
Luke Shaw,DEF,Man Utd,0.0,0,0,0,0,0.0,300,108,0,0,0.0,0.0,2020-12-05T17:30:00Z,0,19,0,0,0,0,11,0,44859,3,1,0.0,0,-5290,54,5344,48,False,0,11
Kean Bryan,DEF,Sheffield Utd,1.0,0,0,9,0,0.3,603,105,2,0,1.7,12.8,2020-12-06T14:15:00Z,90,9,0,0,0,0,11,0,11938,2,1,4.0,1,8332,9412,1080,40,True,0,11
Kurt Zouma,DEF,Chelsea,6.8,0,0,28,0,0.7,110,102,1,1,6.8,48.0,2020-12-05T20:00:00Z,90,10,0,0,0,0,11,0,1614934,1,3,19.0,8,132635,162105,29470,56,True,0,11
Mason Holgate,DEF,Everton,1.2,0,0,0,0,0.0,165,101,0,0,0.0,0.0,2020-12-05T12:30:00Z,0,4,0,0,0,0,11,0,6071,1,1,0.0,0,819,1262,443,48,False,0,11
Ben Davies,DEF,Spurs,0.7,0,0,4,0,0.0,395,106,0,0,0.6,6.2,2020-12-06T16:30:00Z,18,1,0,0,0,0,11,0,62046,0,2,0.0,1,-5017,688,5705,47,True,0,11
Charlie Taylor,DEF,Burnley,2.5,0,0,11,0,1.6,97,101,1,0,1.8,16.0,2020-12-05T12:30:00Z,90,7,0,0,0,0,11,0,227721,1,1,0.0,2,4348,15831,11483,44,True,0,11
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,104,0,0,0.0,0.0,2020-12-05T15:00:00Z,0,12,0,0,0,0,11,0,2783,0,2,0.0,0,-52,73,125,43,False,0,11
Willy Boly,DEF,Wolves,0.0,0,0,9,0,0.3,458,103,4,0,2.1,18.8,2020-12-06T19:15:00Z,90,11,0,0,0,0,11,0,197429,0,4,2.0,0,-8747,4389,13136,55,False,0,11
Matthew Clarke,DEF,Brighton,0.0,0,0,0,0,0.0,73,100,0,0,0.0,0.0,2020-12-07T20:00:00Z,0,16,0,0,0,0,11,0,384,2,1,0.0,0,-30,4,34,44,True,0,11
João Pedro Cavaco Cancelo,DEF,Man City,3.8,0,0,25,1,17.7,277,104,0,0,4.0,10.8,2020-12-05T15:00:00Z,90,8,0,0,0,0,11,0,282774,0,2,11.0,6,-54669,20969,75638,55,True,0,11
Chris Basham,DEF,Sheffield Utd,1.2,0,0,9,0,14.8,345,105,2,0,4.1,26.4,2020-12-06T14:15:00Z,90,9,0,0,0,0,11,0,66169,2,1,0.0,1,-4963,542,5505,48,True,0,11
Rúben Gonçalo Silva Nascimento Vinagre,DEF,Wolves,0.0,0,0,0,0,0.0,471,103,0,0,0.0,0.0,2020-12-06T19:15:00Z,0,11,0,0,0,0,11,0,79099,0,4,0.0,0,-4918,24,4942,41,False,0,11
Ricardo Domingos Barbosa Pereira,DEF,Leicester,0.1,0,0,0,0,0.0,226,105,0,0,0.0,0.0,2020-12-06T14:15:00Z,0,15,0,0,0,0,11,0,8662,2,1,0.0,0,2485,3285,800,59,False,0,11
Joe Rodon,DEF,Spurs,2.7,0,0,4,0,0.0,584,106,0,0,0.4,4.0,2020-12-06T16:30:00Z,1,1,0,0,0,0,11,0,2549,0,2,0.0,1,1145,1388,243,50,True,0,11
Jack Stephens,DEF,Southampton,0.0,0,0,0,0,0.0,367,100,0,0,0.0,0.0,2020-12-07T20:00:00Z,0,3,0,0,0,0,11,0,15655,2,1,0.0,0,-720,362,1082,47,False,0,11
Emerson Palmieri dos Santos,DEF,Chelsea,0.8,0,0,0,0,0.0,111,102,0,0,0.0,0.0,2020-12-05T20:00:00Z,0,10,0,0,0,0,11,0,10273,1,3,0.0,0,-213,132,345,47,True,0,11
Luke Thomas,DEF,Leicester,0.5,0,0,0,0,0.0,240,105,0,0,0.0,0.0,2020-12-06T14:15:00Z,0,15,0,0,0,0,11,0,15049,2,1,0.0,0,-351,441,792,43,False,0,11
James Tarkowski,DEF,Burnley,2.2,0,0,5,0,0.4,81,101,1,0,0.9,6.6,2020-12-05T12:30:00Z,90,7,0,0,0,0,11,0,177436,1,1,2.0,2,-5752,3194,8946,53,True,0,11
Rhys Williams,DEF,Liverpool,1.0,0,0,0,0,0.0,594,103,0,0,0.0,0.0,2020-12-06T19:15:00Z,0,20,0,0,0,0,11,0,6158,0,4,0.0,0,344,1107,763,40,True,0,11
Nathaniel Clyne,DEF,Crystal Palace,3.2,1,0,24,0,15.3,577,107,1,0,4.4,28.4,2020-12-06T12:00:00Z,90,18,0,0,0,0,11,0,26071,5,1,0.0,5,1066,4035,2969,45,False,0,11
Lewis Dunk,DEF,Brighton,1.7,0,0,9,0,0.9,62,100,2,0,2.7,22.2,2020-12-07T20:00:00Z,90,16,0,0,0,0,11,0,198682,2,1,4.0,0,-3031,2608,5639,48,True,1,11
Ryan Bennett,DEF,Wolves,0.0,0,0,0,0,0.0,456,103,0,0,0.0,0.0,2020-12-06T19:15:00Z,0,11,0,0,0,0,11,0,10392,0,4,0.0,0,-490,12,502,44,False,0,11
Marcos Alonso,DEF,Chelsea,0.5,0,0,0,0,0.0,104,102,0,0,0.0,0.0,2020-12-05T20:00:00Z,0,10,0,0,0,0,11,0,119889,1,3,0.0,0,-3678,701,4379,57,True,0,11
Jimmy Dunne,DEF,Burnley,-0.5,0,0,0,0,0.0,519,101,0,0,0.0,0.0,2020-12-05T12:30:00Z,0,7,0,0,0,0,11,0,456706,1,1,0.0,0,-22806,11596,34402,39,True,0,11
Gabriel Magalhães,DEF,Arsenal,5.0,0,0,20,0,2.9,494,106,2,0,2.3,18.4,2020-12-06T16:30:00Z,90,17,0,0,0,0,11,0,876182,0,2,2.0,1,24901,47308,22407,51,False,0,11
Enda Stevens,DEF,Sheffield Utd,-0.4,0,0,0,0,0.0,347,105,0,0,0.0,0.0,2020-12-06T14:15:00Z,0,9,0,0,0,0,11,0,101607,2,1,0.0,0,-12228,32,12260,52,True,0,11
Dan Burn,DEF,Brighton,0.3,0,0,0,0,0.0,61,100,0,0,0.0,0.0,2020-12-07T20:00:00Z,0,16,0,0,0,0,11,0,29136,2,1,0.0,0,-893,809,1702,43,True,0,11
Conor Townsend,DEF,West Brom,0.0,0,0,0,0,0.0,418,107,0,0,0.0,0.0,2020-12-06T12:00:00Z,0,6,0,0,0,0,11,0,10701,5,1,0.0,0,-2440,918,3358,45,True,0,11
